transaction_id,transaction_amount,transaction_hour,new_beneficiary,new_device,location_change,transaction_velocity,previous_risk,account_age_days,is_fraud
75,79.85838638711803,8,0,0,0,1,0.878686643622662,1305,0
76,2494.6469729709884,4,0,0,0,3,0.6277794037299381,1988,0
77,1196.369781091162,3,0,0,0,2,0.6853808162780598,1098,1
78,813.2126598171903,11,0,0,0,1,0.8285254789830598,1122,0
79,1202.0224312605992,15,0,0,0,1,0.10244339245909306,503,0
80,150.26961070525275,8,0,0,0,1,0.4740365090878058,80,0
81,880.3575327382291,2,0,0,0,4,0.08631195101905875,568,0
82,1567.304543376892,20,0,0,0,1,0.07336126297499412,1284,0
83,4807.315238242252,2,0,0,0,2,0.7212294822436394,192,1
84,653.0996896585405,17,0,0,0,3,0.7897170362284898,722,1
85,488.58154997351267,16,0,0,1,2,0.05245185762094928,429,0
86,663.973976317493,9,0,1,0,2,0.8424674176666397,377,1
87,2739.147768760321,1,0,1,0,0,0.2812987111383758,1619,0
88,1523.4779265247873,23,0,0,0,2,0.6549170631436202,608,0
89,645.6385300910874,10,0,1,0,3,0.6856658197764691,1037,0
90,1832.190332481289,23,0,0,1,4,0.6964140502975431,1299,1
91,1208.4303310218968,2,1,0,0,1,0.5795163615829418,1289,0
92,2888.940169622106,22,0,0,1,2,0.1132396155710379,992,0
93,543.4549998246548,22,0,0,1,1,0.11170005397138139,984,0
94,790.2409139999497,1,0,0,0,3,0.14095541822001512,1892,0
95,740.9193995685441,8,0,0,1,3,0.9209187872350599,1242,0
96,253.78439091394233,18,0,0,0,4,0.21043087596630528,708,0
97,1474.567900532589,1,0,0,0,1,0.15305573921626248,828,0
98,1423.7581971481825,18,1,0,0,0,0.9884635792921488,702,1
99,1102.2551060795925,1,0,0,0,7,0.004378977331455203,384,1
100,867.3242231031037,14,0,0,0,0,0.7766806124530647,1246,0
101,266.30153525846436,23,0,0,0,2,0.8451875279712676,161,0
102,720.0744988156208,20,0,0,0,2,0.6621329283035181,253,0
103,778.4349918914394,2,0,0,0,0,0.9748603833447225,1505,0
104,491.62819558586807,4,1,0,0,1,0.333399469124686,287,0
105,933.288423196746,10,1,0,0,3,0.08796363739139013,1854,0
106,1642.6250096105655,23,0,0,0,0,0.24069092339036713,719,0
107,7231.385299895145,6,0,1,0,4,0.09917456064087948,204,0
108,1305.8086889256665,5,0,0,1,2,0.48703480378310726,1227,0
109,1418.7768280969192,13,0,0,0,3,0.964831868301553,873,0
110,1017.9581479519198,0,1,0,0,2,0.5175709401120608,941,0
111,160.97173405589967,16,0,0,0,3,0.3253673482217847,369,0
112,1067.9392379012722,16,0,0,0,2,0.9063028925252654,178,0
113,1164.7132634839406,13,0,0,0,1,0.6133801465036218,727,0
114,12877.567362965206,9,0,0,0,2,0.9299986034250869,1805,0
115,904.7322424424709,7,0,0,0,1,0.9651744097581769,738,1
116,1482.5922313609117,7,0,0,0,3,0.9366502913585483,859,0
117,1059.22017277474,13,0,0,0,1,0.6921886241084282,1828,0
118,340.80891797522435,6,0,0,1,1,0.5018308173768706,1674,0
119,3438.6107412722604,5,0,0,0,4,0.2901698452194902,1586,0
120,2326.064430180932,3,0,0,0,3,0.9413398771449772,1582,1
121,2418.8123810077677,0,0,0,0,4,0.5449978853713897,1852,0
122,441.6918845450023,14,0,0,0,1,0.995381254787087,624,0
123,4459.5106128637835,14,0,0,0,1,0.9182920023410247,243,0
124,269.9262941786286,0,0,0,0,3,0.37872645218838974,1558,0
125,1972.105620461942,19,0,1,0,2,0.8753902392529692,1340,0
126,9803.116514721933,2,0,0,0,3,0.5347471583099672,930,0
127,407.2648353236242,22,0,1,0,3,0.742620745766104,1225,1
128,622.474255213712,4,0,0,0,2,0.4809380826168518,642,0
129,1211.544614104279,4,0,0,1,2,0.9893903011919795,596,1
130,662.8338436516739,3,0,0,0,2,0.39887610397298956,384,0
131,232.60379812135744,16,0,0,0,4,0.09579424389017155,1973,0
132,1174.4590937078142,20,0,0,0,1,0.8582276247279239,712,0
133,379.0606756279505,19,1,0,0,1,0.7561372681152332,1917,1
134,1760.921324044286,13,0,0,0,1,0.12618257326105542,540,1
135,437.28089362039105,7,0,0,0,0,0.5048145056093094,317,0
136,5166.415525125223,1,0,1,0,4,0.6786314163846642,340,0
137,501.07044884869765,7,1,0,0,3,0.409810050928058,1836,0
138,794.679178217436,0,1,0,0,4,0.9086852765042012,135,1
139,2473.8161006034625,3,1,0,1,1,0.9431584878605236,713,0
140,320.2608063105582,18,0,0,0,1,0.8684893356930948,224,1
141,1376.721097449308,4,0,0,0,0,0.5307985500227799,1312,0
142,4052.7168172755796,4,0,0,1,1,0.45356019879039633,189,0
143,219.75576387053815,20,0,0,0,3,0.5850319152763085,507,0
144,1319.0062069845762,19,0,0,0,2,0.5170550730361312,749,0
145,1422.089850323324,23,0,0,0,1,0.09871731741487977,124,0
146,2396.6396078064354,18,0,0,1,2,0.7880641648436076,29,0
147,318.3174926042683,11,0,0,0,4,0.9410571444523782,1307,0
148,292.81569591448897,19,0,1,0,0,0.49063850052798375,1328,0
149,1848.1521214521472,0,0,0,0,1,0.06155167241861281,309,0
150,1475.843062419291,6,0,0,0,3,0.32283576554664395,795,0
151,1408.7990042096267,16,0,0,0,0,0.12259439380126524,271,0
152,1550.6790480552363,1,0,1,0,1,0.9804078885878794,1376,0
153,555.5592579798322,10,0,1,0,1,0.13691343598079764,2,0
154,1383.3366154399378,6,1,0,0,1,0.08059738836938846,271,0
155,1470.0805486898257,16,0,0,0,5,0.5219322651623904,1196,0
156,536.812344564454,2,1,0,0,0,0.06501671188694658,684,0
157,7085.278864144403,21,0,0,0,2,0.6340418050220875,1291,0
158,1761.3448594266156,5,0,0,0,2,0.8690543220485736,1993,0
159,333.1845373813475,21,0,0,0,2,0.25039551291900297,1475,0
160,2114.4576083396023,10,0,0,0,3,0.9271559835662064,1888,0
161,413.7733374330772,17,0,0,0,1,0.646092171827752,162,0
162,2409.2833177752595,17,0,0,0,0,0.16251316439168262,1460,0
163,3493.2771253552114,21,1,0,0,1,0.6444265880848138,324,0
164,482.66251448213563,9,1,0,0,4,0.07277118063272703,669,0
165,2873.758774051862,4,1,0,0,6,0.34953220438325805,816,0
166,1657.0280192948578,22,1,0,0,2,0.01597308368688455,1007,0
167,2495.040299088584,22,0,0,0,2,0.4415697183895628,655,0
168,7308.497437089287,20,0,0,0,4,0.8320135943794096,139,1
169,858.0066791348622,23,0,0,0,2,0.6973186664308535,1322,0
170,516.0810545685096,21,0,0,0,2,0.19878388344225428,357,0
171,450.55743940489367,14,0,0,0,1,0.1826842723853146,177,0
172,485.01980009124054,20,1,0,0,2,0.7041921412931155,893,0
173,1015.258247944289,19,0,0,0,4,0.6662164890628907,1775,0
174,1542.4879979114228,22,0,0,0,2,0.14223424754539582,586,0
175,1446.1943505596892,3,0,0,0,3,0.6720897671582553,783,0
176,2507.8554111543062,20,0,0,0,3,0.7807484123656759,1035,1
177,1110.9845596940186,20,0,0,0,0,0.7663072330613596,1585,0
178,4691.6240328293125,0,1,0,0,4,0.40559929408390083,1278,0
179,841.6322547517424,14,1,0,1,1,0.8141433222382675,1661,0
180,16650.061125276334,16,0,0,0,2,0.389812321846867,1674,0
181,2050.148170401222,18,0,0,0,2,0.6457128044500299,912,0
182,465.37449338878616,13,0,0,0,1,0.7603150144504772,727,0
183,375.8189464193762,18,0,0,0,2,0.7554775262202771,11,0
184,1776.6279122176772,17,1,0,0,1,0.3469642906604019,1477,0
185,877.0265053593486,1,0,0,0,0,0.5708139558878785,590,0
186,2239.483401883498,5,0,0,0,1,0.6139422079983806,1770,0
187,1760.296649310194,12,0,0,0,2,0.23484825302359125,1846,0
188,1019.605520987001,16,1,0,0,3,0.008197302474626023,1495,0
189,470.22263871218485,5,0,0,0,0,0.09928433287320593,768,1
190,241.08577313938898,20,0,0,0,4,0.03458291620085352,689,0
191,701.6853245714259,21,0,0,0,4,0.29864750860750167,1941,0
192,2582.2045616742753,4,0,0,0,1,0.325944780934472,1503,0
193,1358.442014023441,6,0,0,0,3,0.865991310877541,1165,0
194,315.53235280996665,0,0,0,0,3,0.12492940774332373,24,0
195,1303.9858951837004,12,1,0,0,5,0.185091014036883,595,0
196,1612.1393741643935,18,0,0,0,1,0.6200268752763867,1714,0
197,453.1134627641911,21,0,0,0,2,0.46915125954364023,1586,0
198,1278.8609858402428,0,0,0,0,2,0.993258488401298,964,0
199,1162.361183683287,12,0,0,0,4,0.7619614564977771,967,0
200,349.6839344866292,10,0,0,0,4,0.2703401096389466,1916,0
201,1568.3624998946955,6,0,0,0,3,0.7215368724811956,18,1
202,1921.352273771087,19,0,0,0,1,0.22833822305560214,447,0
203,3239.1014600378444,2,0,0,0,2,0.6815821367553296,1590,0
204,3145.732502011927,0,1,0,0,1,0.036523460264539676,1901,0
205,276.53312974837934,7,1,0,0,2,0.19959721699436528,231,1
206,429.30815027534334,16,0,0,0,2,0.10263117452961024,1625,0
207,1835.4322057228585,12,0,0,0,5,0.42894737724347887,1468,0
208,1833.1406021241382,13,0,0,0,2,0.5533867143207711,460,0
209,1835.4550002757137,4,0,0,0,3,0.2594303953186412,823,0
210,51675.108833077655,23,0,0,0,1,0.9785089337977408,1681,0
211,1940.8678758214496,21,0,0,0,1,0.41058207368946353,1288,0
212,3413.7464749385927,22,1,0,0,4,0.5617717163898505,1795,0
213,2846.944985716119,23,0,0,0,1,0.4635258703320526,877,0
214,2103.570149266602,5,1,0,0,5,0.8631723722974867,935,1
215,800.0952278206428,21,0,0,0,2,0.3707143269851232,1254,0
216,2342.4887709736813,5,0,0,1,2,0.9430905123987348,1788,1
217,506.3229898260874,20,0,0,0,1,0.8049654097033334,415,0
218,865.3909700041635,7,1,0,0,4,0.07565442305140468,1635,0
219,674.9485408380124,12,0,0,0,1,0.8832862269102079,831,0
220,1190.1970247126837,17,0,0,0,1,0.18157296487890862,754,0
221,11099.535800747833,22,0,0,0,1,0.059549913446448666,1380,0
222,169.47997994202507,3,0,0,0,2,0.22165064113920663,1456,0
223,2178.2132080631072,16,0,0,0,2,0.08520250134587726,1120,0
224,218.60886508039704,4,0,0,0,2,0.6221992134329339,1361,0
225,684.0753923008676,2,1,0,0,2,0.4474938895752384,1994,0
226,3258.2665407323234,3,0,0,0,2,0.4748331979517666,1978,0
227,1169.4396940317129,22,0,0,0,1,0.6165942842477838,1325,0
228,373.2525327529761,4,0,0,0,3,0.4983841142400973,1111,0
229,536.3013862038342,13,0,1,1,1,0.9916013180106199,515,1
230,2163.749226338898,14,1,1,0,1,0.6237269152179153,1741,1
231,528.2836568234798,19,0,0,0,4,0.5862129374652552,930,0
232,1361.658320977303,16,0,0,0,2,0.41440620827805463,1973,0
233,1147.7649860107465,5,0,0,0,1,0.44639012426732727,1047,0
234,571.5772543956382,9,0,1,0,2,0.9894950772289663,945,1
235,9357.599653664263,21,0,0,0,1,0.005490769901346448,476,0
236,2067.1353156981268,22,0,0,0,2,0.15545484804128706,1695,0
237,144.72818736838153,15,0,0,0,2,0.3430376859515991,474,0
238,1321.4095870212288,16,0,0,0,2,0.904412709512329,1096,0
239,565.7846536549583,13,0,0,0,3,0.9379297535476842,789,0
240,2571.985209598899,19,1,0,1,0,0.05760382999297897,1208,0
241,496.4482565141984,11,0,0,0,2,0.14162375492839097,395,0
242,977.7593325680475,8,0,0,0,2,0.8822281491789205,1667,0
243,1817.082149488647,14,0,0,0,1,0.27228503870226584,1394,0
244,2606.478079328029,11,0,0,0,2,0.4010990670456639,7,0
245,330.2016712977259,13,0,0,0,4,0.0045914383247804835,1830,0
246,784.8548248314157,21,0,0,0,0,0.49145797457449736,836,0
247,682.0170713526421,17,1,0,0,2,0.8653027161945982,695,1
248,570.5899168150067,19,0,0,0,2,0.3645945572905793,989,0
249,6408.972497609967,5,0,0,0,4,0.880918875163407,265,0
250,1644.1547657912517,3,0,0,0,3,0.34692451292527837,1481,0
251,310.78956574004525,22,1,0,0,0,0.6581673739755154,323,0
252,2745.8938986058106,11,1,0,0,1,0.29363293779996713,721,0
253,9155.922320277763,12,0,0,0,1,0.5147354753313249,484,0
254,3079.32365878746,18,0,0,0,1,0.8283118918649243,522,0
255,239.9978665784413,21,0,0,0,5,0.8484064993848132,813,0
256,675.7113089987828,12,0,0,0,1,0.07652741004666685,1521,0
257,3892.905796675808,11,0,0,0,5,0.9292978945577641,23,0
258,540.4113097690594,19,0,0,0,2,0.5218236939289861,18,0
259,1709.266188985627,2,0,0,0,3,0.21920947010995284,958,0
260,2379.4723809901025,2,0,0,0,3,0.8313222243123787,952,1
261,434.01084767110086,13,0,0,0,1,0.6352210423348986,1157,0
262,1033.2605294356747,17,0,0,0,0,0.5080015699138609,1264,0
263,42.894030193876084,18,0,1,0,4,0.8117031952510345,346,0
264,393.70911847949134,9,0,0,0,4,0.2038529081889181,721,0
265,851.8682243461251,16,0,0,0,4,0.5811613013502778,850,0
266,314.8879363894616,14,1,0,0,2,0.961809702367865,208,0
267,5610.590794483932,18,0,0,0,3,0.6370927040626135,1732,0
268,262.396999465135,8,0,0,0,1,0.5988066358834829,595,0
269,706.2402755993694,3,0,0,1,1,0.029456251606079564,80,0
270,1249.8021993888644,14,0,0,0,2,0.18264946509167534,493,0
271,4634.452226662664,18,0,0,0,1,0.6121444985668664,981,0
272,260.9001713273147,15,0,0,1,2,0.7026639204453721,548,0
273,3509.2715248949485,7,0,0,0,1,0.8998277835998855,642,0
274,1107.912686073781,16,0,0,0,2,0.8713351269979439,285,0
275,410.9581353936562,20,0,0,0,1,0.3598507987571046,1099,0
276,1740.8059493711132,0,0,0,0,2,0.6898648644545327,665,0
277,1338.171883675939,6,1,0,0,1,0.46391778522078186,535,1
278,601.7145255833123,20,0,0,1,1,0.4770360685461965,1333,0
279,1175.9152799327815,17,0,0,0,2,0.9453463735310831,492,0
280,745.9707595621949,11,1,0,0,1,0.7327879988456069,704,0
281,1228.460876939756,15,0,0,0,1,0.968151424216616,1102,0
282,2126.283022643269,0,0,1,0,5,0.7748753512719287,1996,1
283,5356.236254804939,14,0,0,0,2,0.7256294373031661,1099,0
284,318.0423344666512,6,0,0,0,3,0.42758390853762807,1668,0
285,9256.056515297703,16,0,0,0,2,0.10647296503881543,1866,0
286,155.69706066671077,2,0,0,0,0,0.6303623483362414,1549,0
287,942.1974925250407,10,0,0,0,2,0.46835123600149553,413,0
288,1974.987220111324,5,0,0,0,1,0.5905628755271105,149,1
289,1452.4279272986976,5,0,0,0,0,0.2823483156047195,1634,1
290,588.3373337077369,14,0,0,0,0,0.19601409403699277,1672,0
291,890.5842870647267,6,0,0,0,2,0.26514291234114484,1378,0
292,669.8133324890073,10,0,0,0,1,0.6575651064660245,1416,0
293,608.2799639798066,16,0,0,0,0,0.9529832168505139,989,0
294,2564.7136065921627,22,0,0,0,0,0.9919275028201169,1525,1
295,1567.1523881446112,17,0,0,0,4,0.8086547514922878,212,0
296,548.4468666493849,21,0,0,0,3,0.9575590855150483,39,0
297,2696.2032952337186,23,0,0,0,2,0.2838309998727653,1105,0
298,1491.1449413572777,20,0,0,0,1,0.003544922046161969,423,0
299,2472.196038018958,18,0,0,0,4,0.19405653446035986,1973,0
300,2058.2859286008834,7,1,0,0,6,0.634452056178898,838,0
301,478.6669194687263,23,0,0,0,2,0.8993181829933209,1317,0
302,626.2934052658633,19,0,0,0,1,0.9149238797018151,863,0
303,2315.297817520781,7,0,0,0,1,0.8306512786257481,199,0
304,2019.0255346980168,20,0,0,0,4,0.7623579535668503,1453,1
305,1073.9496638382157,10,1,0,0,3,0.3041912130904614,1952,0
306,1233.1502873764287,20,1,0,0,1,0.08774111887387104,1951,0
307,3934.9950219799325,2,0,0,0,2,0.5251989439413992,1409,0
308,606.9391938493634,22,0,0,0,1,0.33526376080826203,898,0
309,1895.2335990202419,13,1,0,0,2,0.12817000724564642,1334,1
310,895.8807813258103,8,0,0,1,0,0.45828713260923815,1439,1
311,882.1117924397815,0,0,1,0,3,0.5255791532421646,910,0
312,3290.440916611936,0,0,0,0,1,0.7742566073369715,1143,0
313,2503.428193685147,11,0,0,0,3,0.8081213531990633,408,0
314,2473.7973457617823,10,0,0,0,2,0.4685190251264536,1805,0
315,4045.978918075107,20,0,0,0,3,0.9207359288987087,852,0
316,1119.9102662197558,0,1,0,0,4,0.788662187005358,1739,1
317,2168.851342849789,19,1,1,1,0,0.43248678236520555,1539,1
318,804.1077224948305,11,0,0,0,1,0.3502507046037696,585,0
319,1516.5091374856743,16,0,0,0,1,0.31788192362890144,1534,0
320,962.8108216665039,14,0,1,0,2,0.4637148751210918,546,0
321,1208.3317460339397,1,0,0,0,1,0.33030515440569774,1034,0
322,1988.542078674468,17,0,1,0,1,0.46882755620157157,847,0
323,483.8521170610703,15,0,1,0,2,0.5772642505452521,625,0
324,8887.377367334679,3,0,1,0,4,0.16601812958449214,1350,0
325,401.00849775872376,7,0,0,0,3,0.7978939105644993,1035,0
326,325.6461580755598,1,0,0,0,3,0.11261810665797534,999,0
327,3491.584324981874,13,1,0,0,1,0.40434410885323235,1917,0
328,2420.338520720242,14,0,0,0,3,0.16522019916960773,1900,0
329,2046.9779567757896,8,0,1,0,4,0.30392852752091903,1565,0
330,2055.646157261149,1,0,0,0,0,0.45828687365192167,879,0
331,1083.284844957362,16,1,0,0,2,0.7487528692049806,360,0
332,447.0836119724609,9,0,0,0,3,0.6270869722971193,1182,0
333,1182.9949062677133,8,0,0,0,5,0.36072529848819823,1615,0
334,557.152108813858,1,0,0,0,3,0.5909452662069238,1282,0
335,2907.706000837381,23,0,1,0,3,0.2963224277589671,727,0
336,946.662478632745,18,0,0,0,2,0.8384777536059529,1165,0
337,480.34413897401595,16,0,0,0,0,0.4831766481959806,1370,0
338,795.2163041564328,10,0,0,0,0,0.7167582631471346,885,0
339,1657.2774660872708,16,1,0,0,1,0.3119532386043845,1260,0
340,624.0780540691509,9,0,0,0,1,0.6773414025239509,1189,0
341,481.9207128865157,17,0,0,0,2,0.9267705681322416,149,0
342,1399.2437785571617,22,0,0,0,0,0.10776556688012362,789,0
343,1401.0350601438581,5,0,0,0,1,0.5906008718551649,1834,1
344,660.5394334673073,15,0,0,0,2,0.5009303902077218,453,0
345,684.6869280067497,17,0,0,0,0,0.5409795673222049,1470,0
346,1383.0547757579586,19,0,0,1,2,0.19460157879037232,1095,0
347,257.7308075169322,17,0,0,0,3,0.02709969517915567,1147,0
348,268.41551947782415,0,0,0,0,1,0.07127047724031244,1624,0
349,534.6197672232965,2,1,0,0,4,0.28418240459147837,1979,0
350,885.854617276349,14,0,0,0,3,0.8543937007744,1871,0
351,1496.5347765278798,19,0,0,0,0,0.8068605583075232,1604,1
352,4795.130567863151,9,0,0,0,1,0.995419810715393,535,0
353,2585.4623330705085,20,0,0,0,0,0.7405332803580342,688,0
354,934.5465795760492,4,1,0,0,1,0.3512220509903299,1369,0
355,1075.9763835393012,14,0,0,0,0,0.9182546707708527,1551,0
356,402.40966438650094,22,0,0,1,1,0.7906691580696523,1325,1
357,1076.5178132116152,13,0,1,0,3,0.6989466909336358,1421,0
358,821.6720595055178,14,0,0,0,1,0.5361509120806365,1794,0
359,1514.3151360727345,9,0,0,0,3,0.7170318000134275,1465,0
360,479.51206539034126,23,1,0,0,6,0.9587705441313026,1392,1
361,1843.362289365007,8,0,0,0,0,0.862279723298615,102,0
362,5078.3359245580405,11,0,0,0,1,0.19446292130042608,777,0
363,983.6202045329187,6,0,0,0,1,0.09762587127927014,1687,0
364,1638.7871787774518,4,1,0,0,4,0.016576371026978065,653,0
365,2186.6894047093974,23,0,0,0,0,0.7128181456740236,421,0
366,734.1985734885454,9,0,0,1,0,0.2789109305196702,837,1
367,1372.092851217482,7,0,0,0,2,0.7182188149212329,529,0
368,1110.529714542782,21,0,0,0,0,0.184152041381205,467,0
369,1209.153852540755,19,0,1,0,0,0.43673132031084405,1302,0
370,506.2295467608473,15,0,0,0,3,0.013602242546626009,672,0
371,1123.8439364726087,11,0,0,0,3,0.10864689286828533,640,0
372,1804.4268599772201,8,0,1,0,2,0.08143126881685459,370,0
373,4680.4222434209505,9,0,0,0,4,0.7905901720790862,699,0
374,2861.9853064404538,15,0,1,0,1,0.9043984538224422,534,1
375,9444.449160768114,9,1,0,0,0,0.17452894758270487,1423,0
376,509.10406070147764,8,0,0,0,1,0.5245059064339221,1918,0
377,2623.64706072523,2,0,0,0,6,0.15020615917056757,1125,0
378,1317.3033452909835,18,0,0,0,2,0.7792525980373801,784,0
379,9796.720180838209,10,1,0,0,3,0.8207584594250219,33,0
380,488.67698783902415,5,0,0,0,4,0.7851635904232777,1059,0
381,473.55978087237327,5,0,0,0,2,0.25149728873465116,1233,0
382,602.2106822244683,14,0,0,0,2,0.3375741197757457,925,0
383,131.1188646702209,14,0,0,0,2,0.20856719046388217,375,0
384,648.2296153864863,12,0,0,0,1,0.0033117221147774822,1611,0
385,513.3035258082359,21,1,0,0,1,0.06461102774863703,359,0
386,1274.6077796672216,4,1,0,0,0,0.9863196257993518,849,0
387,1543.4199435634466,13,0,0,0,3,0.9132226694395004,1768,0
388,7159.323979425839,20,0,0,0,0,0.07945037398784671,1500,0
389,2836.7770301435667,1,0,0,0,0,0.4612727791361181,215,0
390,615.9072255622924,22,1,0,0,2,0.9745713211488792,1939,0
391,446.56516175597454,11,0,0,1,0,0.05447713544859034,1666,0
392,1793.4908075005897,19,0,0,0,2,0.6687541496098711,793,0
393,292.8811200242829,13,1,0,0,3,0.10649162634235476,1111,1
394,6846.266634740118,18,0,0,0,1,0.3479586831364192,534,0
395,3566.8570923004554,23,0,1,0,2,0.047076005891323214,1205,0
396,685.9634510098862,19,0,0,0,0,0.5983861042951713,1285,0
397,197.7226855442784,14,0,0,0,0,0.702463966396404,595,0
398,4246.593343110303,19,0,0,0,2,0.041444414564912324,1726,0
399,977.9515752477811,23,0,0,0,3,0.5041434025650681,629,0
400,3781.274162999435,16,1,0,0,0,0.2990205477783541,1422,0
401,222.64361213798935,13,0,0,0,0,0.7092380677945667,92,0
402,602.2212947698533,22,0,0,0,2,0.5102634106641212,1288,0
403,1102.3986765241634,17,0,1,0,1,0.01679958254278846,1746,0
404,1149.3830438212228,21,0,0,0,1,0.26548805079137816,291,0
405,699.1983947641006,23,0,0,0,2,0.4874653053972413,1347,0
406,2044.3801805649496,4,0,0,0,2,0.09633221457991892,400,0
407,377.05066585910504,21,0,0,0,0,0.8856010140641248,1341,0
408,951.1012416526984,11,0,0,0,1,0.8965666931781741,1862,0
409,1236.8160214609977,9,0,0,1,4,0.11259915057373582,1009,0
410,1834.3378195075034,7,0,0,0,5,0.8833024967099377,293,0
411,2234.147222009866,5,0,1,0,0,0.5725375394116,857,0
